ID,LAT,LON,START,END,N_RECORDS,PCT_MISSING
US_026434,35.36667,-113.28333,1952040101,1970010100,155616,37.46
US_026468,34.7994,-109.885,1948070101,2011120100,555912,16.75
US_026481,33.4277,-112.0038,1948070101,2011120100,555912,10.38
US_026486,33.44889,-112.0825,1948070101,1969010100,179736,0.46
US_026546,32.83333,-110.01667,1948070101,1968010100,170952,9.76
US_026676,34.45,-112.26667,1948070101,1970010100,188496,7.54
US_026801,34.65,-112.43333,1948070101,1970010100,188496,1.48
US_027210,33.81667,-109.8,1955062917,1967010100,100880,10.72
US_027311,35.1,-113.63333,1948070101,1970010100,188496,52.78
US_027593,31.7625,-110.8463,1950050101,2010010100,523080,16.32
US_027708,34.8955,-111.7644,1973041218,2011010100,330655,14.78
US_027718,35.3,-113.16667,1948070101,1952010100,30696,43.36
US_027741,33.78333,-110.53333,1948070101,1966010100,153432,17.93
US_027849,34.26667,-110.0,1950030101,1951010100,7344,100.0
US_027876,33.7986,-110.9714,1976010101,2011120100,314832,22.21
US_027884,34.46667,-113.63333,1948070101,1953010100,39480,39.83
US_027888,34.36667,-113.8,1952061309,1962010100,83728,15.17
US_028264,33.55,-110.95,1951100101,1978010100,230136,3.3
US_028273,33.91194,-111.48556,1980071413,2004010100,205692,14.16
US_028348,33.3002,-111.0972,1959060101,1979010100,171696,3.76
US_028349,33.305,-111.0672,1978101214,2009010100,264923,18.65
US_028351,33.3,-111.1,1948090101,1959010100,90576,49.35
US_028356,33.36667,-111.43333,1948070101,1969010100,179736,29.35
US_028409,32.61667,-109.61667,1948070101,1968010100,170952,11.35
US_028495,33.44611,-111.95111,1997010101,2002010100,43824,21.37
US_028762,34.88333,-113.65,1948070101,1970010100,188496,54.01
US_028778,35.38806,-113.65944,1970070814,2008010100,328571,24.58
US_028810,32.3,-111.05,1948070101,1966010100,153432,24.11
US_028820,32.1313,-110.9552,1948070101,2011120100,555912,0.31
US_028875,33.75,-109.8,1955063012,1967010100,100861,7.93
US_028895,36.2861,-113.0636,1948070101,2008010100,521592,18.57
US_028940,33.8,-110.95,1948070101,1973010100,214800,5.1
US_028995,32.0455,-110.7141,1977091312,2011010100,291901,25.63
US_029158,34.9281,-112.8097,1979072014,2011120100,283715,17.61
US_029271,33.8215,-109.984,1948070101,2011120100,555912,10.31
US_029279,32.81667,-109.51667,1948070101,1968010100,170952,11.89
US_029439,35.0281,-110.7208,1948070101,2011120100,555912,3.2
US_029534,33.81667,-110.91667,1948070101,1987010100,337512,7.98
US_029535,33.81667,-110.91667,1950081014,1951010100,3443,100.0
US_029660,32.66667,-114.6,1948090101,1997010100,423696,10.69
US_030064,35.929,-91.0584,1948052901,2011120100,556704,14.65
US_030130,34.7961,-92.8417,1948050201,2011120100,557352,9.62
US_030136,34.8,-93.46667,1948050101,1985010100,321456,16.88
US_030178,34.0291,-93.4211,1950081019,2011120100,537414,11.78
US_030196,35.41667,-92.88333,1948050201,1967010100,163632,3.2
US_030220,34.1433,-93.0589,1948050301,2011120100,557328,4.24
US_030310,33.11667,-93.03333,1948050301,1951010100,23352,38.35
US_030326,35.2894,-91.3533,1948050301,2011120100,557328,15.17
US_030456,35.76667,-91.65,1950040101,1952010100,15360,100.0
US_030458,35.8306,-91.7944,1949080101,2011120100,546408,7.05
US_030460,35.7597,-91.6386,1948050101,1993010100,391584,8.41
US_030496,34.71667,-90.7,1948050201,1961010100,111048,49.33
US_030530,35.0644,-91.8961,1948111716,2011120100,552561,13.14
US_030616,36.4294,-93.6255,1948051001,2011120100,557160,8.59
US_030764,34.5697,-93.1947,1950050101,2011120100,539856,14.48
US_030798,35.1161,-93.6506,1948050214,2011120100,557339,4.95
US_030825,35.2,-93.98333,1957070101,1971010100,118368,13.82
US_030826,35.21667,-93.83333,1957070101,1971010100,118368,10.41
US_030827,35.21667,-93.9,1957070101,1971010100,118368,11.67
US_030828,35.15,-93.96667,1948050101,1950010100,14640,51.07
US_030830,35.15,-93.91667,1949080101,1978010100,249120,4.09
US_030832,35.093,-93.9258,1978040608,2011120100,295001,9.53
US_030842,35.72,-92.4708,1948051101,2011120100,557136,13.47
US_030887,35.35,-94.0,1957070101,1971010100,118368,12.0
US_030888,35.26667,-93.98333,1957070101,1971010100,118368,9.88
US_030900,34.9458,-93.4637,1985110101,2011120100,228624,11.32
US_030936,34.8822,-91.2152,1948051114,2011120100,557123,10.63
US_031020,36.3647,-92.5781,1948051214,2011120100,557099,6.17
US_031140,33.3111,-92.485,1985100101,2011120100,229368,21.1
US_031152,33.59,-92.8236,1966042713,2011120100,399684,10.6
US_031154,33.58333,-92.85,1948050301,1967010100,163608,5.21
US_031188,35.86667,-92.73333,1948050101,1957010100,76008,3.76
US_031238,34.45,-93.01667,1948050301,1966010100,154848,4.65
US_031456,35.43333,-93.41667,1948050501,1954010100,49608,16.28
US_031457,35.5328,-93.4036,1961120101,2011120100,438288,13.15
US_031574,35.8,-93.8,1948050201,1987010100,338952,11.61
US_031582,36.0913,-93.3208,1948050501,2011120100,557280,10.7
US_031632,36.4197,-90.5858,1948050101,2011120100,557376,21.67
US_031814,34.25,-93.73333,1948060801,1976010100,241632,4.46
US_031834,35.0375,-93.3947,1948050201,1955010100,58440,5.5
US_031835,35.06667,-93.4,1953010101,1992010100,341856,8.31
US_031948,34.0463,-94.348,2008031011,2011120100,32654,48.93
US_031952,34.1002,-94.3724,1973050314,2009010100,312635,13.52
US_031953,34.05,-94.40083,2005010101,2011120100,60600,100.0
US_031956,36.38333,-93.3,1948051501,1957010100,75672,9.87
US_032015,34.1266,-94.0172,2006010101,2011120100,51840,40.0
US_032020,34.1475,-94.0888,1973050410,2006010100,286311,14.07
US_032148,33.8847,-91.5317,1961020101,2011120100,445560,6.72
US_032150,33.88333,-91.5,1948050301,1962010100,119784,17.12
US_032176,35.95,-93.98333,1948050201,1957010100,75984,18.46
US_032300,33.22083,-92.81417,1951010101,2011120100,533976,86.47
US_032356,36.4163,-93.7916,1949072214,2011120100,546635,4.04
US_032420,36.0097,-94.1694,2011070101,2011120100,3672,79.74
US_032443,36.0,-94.16667,1949090114,1952010100,20435,100.0
US_032444,36.10087,-94.17368,1966041311,2011120100,400022,12.04
US_032489,34.7594,-92.4553,1981050411,2011120100,268022,10.9
US_032528,36.3,-92.6,1951070101,1952010100,4416,100.0
US_032544,33.7222,-94.3975,1948050101,2011120100,557376,18.16
US_032564,35.03333,-90.8,1948050301,1980010100,277560,6.39
US_032574,35.333,-94.3625,1948050201,2011120100,557352,0.26
US_032794,35.9914,-92.7147,1948050101,2011120100,557376,5.06
US_032810,34.20556,-94.24639,1966062818,2003010100,320047,12.05
US_032978,35.5206,-91.9997,1965020117,2011120100,410480,5.37
US_033132,36.2747,-91.5056,1948050301,2011120100,557328,20.5
US_033160,35.56667,-90.73333,1950050101,1951010100,5880,100.0
US_033164,36.1955,-93.1061,1949010101,1951010100,17520,100.0
US_033165,36.2668,-93.1566,2001070101,2011120100,91320,3.21
US_033166,36.23333,-93.11667,1948080101,1951010100,21192,100.0
US_033230,35.46667,-92.05,1948050101,1966010100,154896,8.97
US_033235,35.43333,-93.0,1966100101,1991010100,212592,25.65
US_033428,33.7088,-93.5561,1948100101,1968010100,168744,23.37
US_033438,34.3608,-93.6816,1950050101,1951010100,5880,88.74
US_033470,34.29,-93.06,2011070101,2011120100,3672,79.74
US_033540,36.08333,-93.73333,1948050201,1985010100,321432,9.49
US_033544,36.07,-93.7522,1983050101,2011120100,250584,10.28
US_033556,33.03333,-92.08333,1948050301,1978010100,260040,7.06
US_033904,33.83333,-92.26667,1948050301,1974010100,224976,17.64
US_034006,36.45,-93.76667,1949080101,1950010100,3672,100.0
US_034019,35.43333,-93.41667,1953112310,1962010100,71055,4.8
US_034185,33.3613,-93.5674,1991040101,2011120100,181176,15.26
US_034248,34.7273,-92.2389,1948050201,2011120100,557352,40.69
US_034548,33.2951,-93.2325,1948050301,2011120100,557328,55.29
US_034550,33.33333,-93.21667,1951020101,1985010100,297312,24.69
US_034638,34.7391,-90.7663,1948050301,1975010100,233736,5.84
US_034696,36.05,-92.65,1948050101,1988010100,347736,12.05
US_034756,34.5731,-94.2494,1948050101,2011120100,557376,6.21
US_034839,33.6772,-93.9902,1963071110,2011120100,424191,13.53
US_034900,33.6361,-91.7556,1948050301,2011120100,557328,24.41
US_034906,33.31667,-91.48333,1948051010,1972010100,207255,19.39
US_034934,33.31667,-92.45,1948050301,1986010100,330168,6.8
US_034988,34.5408,-93.5878,1948050201,2010010100,540576,14.18
US_034990,34.55,-93.63333,1948061401,1952010100,31104,92.81
US_034991,34.5467,-93.57806,2011070101,2011120100,3672,79.74
US_035036,36.3458,-92.3939,1948050201,1954010100,49680,11.68
US_035038,36.33333,-92.38333,1953052016,1986010100,285921,9.25
US_035078,34.06667,-93.68333,1949031915,1951010100,15658,93.1
US_035110,34.1452,-93.7138,1950050101,2011120100,539856,11.1
US_035112,33.9294,-93.8583,1966030101,2011120100,401064,11.65
US_035114,33.95,-93.86667,1948050301,1967010100,163608,24.17
US_035200,34.9553,-93.1594,1948050101,2011120100,557376,10.15
US_035228,36.2494,-92.2383,1948050201,2011120100,557352,5.18
US_035320,34.8353,-92.2596,1976010101,2011120100,314832,0.77
US_035577,35.26667,-93.8,1957070101,1971010100,118368,10.7
US_035602,35.9547,-93.2405,1948050201,2011120100,557352,12.3
US_035754,34.2255,-92.0185,1953010101,2011120100,516432,8.59
US_035756,34.16667,-91.93333,1948050301,1955010100,58416,1.66
US_035908,33.8203,-93.3878,1982080101,2011120100,257136,21.08
US_035910,33.8,-93.38333,1948050301,1983010100,303864,4.75
US_035970,36.25,-92.85,1948050201,1971010100,198696,11.49
US_036005,35.28333,-93.88333,1957070101,1971010100,118368,10.68
US_036006,35.35,-93.81667,1957070101,1971010100,118368,10.54
US_036007,35.36667,-93.91667,1957070101,1971010100,118368,11.16
US_036016,33.06667,-94.03333,1948050301,1971010100,198672,9.51
US_036102,34.43333,-92.9,1948050301,1966010100,154848,4.64
US_036393,35.8236,-93.7672,1988030101,2011120100,208200,18.81
US_036403,36.3561,-91.8036,1987090101,2003010100,134424,34.77
US_036405,36.4261,-91.9158,2002040101,2011120100,84744,6.89
US_036698,36.08333,-91.3,1948050101,1958010100,84768,8.66
US_036804,33.36667,-93.48333,1969121014,1991010100,184595,16.59
US_036918,34.4763,-91.538,1948050201,1949010100,5856,91.38
US_036920,34.4744,-91.4172,1948060601,2011120100,556512,4.68
US_037048,33.456,-93.98776,1948050301,2011120100,557328,58.77
US_037488,34.8992,-94.1942,1948050301,2011120100,557328,7.99
US_037530,36.13333,-90.93333,1949040101,1952010100,24120,100.0
US_037638,36.1,-94.38333,1948051514,1952010100,31811,5.07
US_037694,35.91667,-94.18333,1948050114,1967010100,163643,6.23
US_037744,36.31667,-91.9,1948050201,1988010100,347712,10.46
US_037936,35.73333,-94.1,1948050101,1957010100,76008,21.59
US_037950,34.95,-93.46667,1948050301,1986010100,330168,4.59
US_038052,35.2547,-90.7965,1979061318,2011120100,284599,18.24
US_038084,36.2,-92.66667,1970021111,1994010100,209390,18.36
US_040014,34.4938,-118.2713,1948070101,2011120100,555912,32.01
US_040115,34.31667,-118.55,1948070101,1993010100,390120,21.74
US_040161,41.4931,-120.5528,1948070101,2011120100,555912,8.01
US_040176,34.55917,-115.74417,1948070101,1975010100,232320,33.29
US_040212,38.573,-122.4405,1967110310,2011120100,386367,18.46
US_040230,37.95,-121.8,1948070101,1951010100,21936,3.86
US_040239,34.86667,-119.33333,1948070101,1972010100,206016,15.92
US_040321,35.1844,-120.398,1994010718,2011120100,156871,15.26
US_040322,36.23556,-121.48,1948120101,2011120100,552240,15.6
US_040368,38.42694,-122.24833,1969010101,1999010100,262968,22.5
US_040372,38.41667,-122.25,1948070101,1970010100,188496,9.42
US_040422,36.62861,-119.01167,1948070101,2007010100,512832,10.34
US_040436,35.27611,-116.06278,1953110610,1991010100,325671,18.15
US_040442,35.4344,-119.0542,1948070101,2011120100,555912,6.5
US_040449,36.9092,-119.0883,1950020101,2011120100,541992,12.3
US_040543,34.91667,-119.91667,1948072913,1950010100,12492,100.0
US_040546,40.3983,-122.1452,1971070101,2011120100,354312,20.94
US_040606,33.9291,-116.975,1957101016,2007010100,431505,8.14
US_040609,33.9285,-116.9814,1948070101,1958010100,83304,3.15
US_040615,40.35,-122.86667,1948080101,1949010100,3672,100.0
US_040619,34.08333,-118.45,1948070101,1985010100,319992,32.74
US_040625,34.2,-118.65,1948070101,1957010100,74544,24.13
US_040674,37.08333,-122.1,1948070101,1950010100,13176,1.31
US_040693,37.8744,-122.2605,1948070101,1992010100,381336,12.77
US_040731,41.1208,-121.1347,1948070101,2011120100,555912,19.22
US_040742,34.2414,-116.9751,1948070101,2011120100,555912,21.95
US_040779,34.38333,-117.68333,1948070101,1997010100,425184,14.7
US_040790,36.2472,-121.7802,1996120217,2011120100,131432,26.04
US_040818,34.18333,-118.5,1948070101,1978010100,258624,14.18
US_040822,37.3711,-118.358,1948070101,2011120100,555912,17.17
US_040823,37.3683,-118.3647,1998010101,2006010100,70128,34.9
US_040883,38.9091,-120.6677,1969100101,2011120100,369624,11.78
US_040897,39.2774,-120.7102,1948070101,2011120100,555912,9.23
US_040925,33.61667,-114.71667,1953021613,1995010100,367044,17.47
US_040927,33.6186,-114.7142,1948070101,2011120100,555912,84.22
US_040979,35.0042,-117.6503,1959120713,2011010100,447660,29.75
US_041005,37.1422,-122.1963,1948070101,2011120100,555912,6.84
US_041018,39.4539,-120.6556,1948070101,2011120100,555912,15.53
US_041041,40.61667,-122.56667,1972120101,1982010100,79632,5.53
US_041057,33.8905,-117.9263,1948070101,2011120100,555912,16.7
US_041060,37.88333,-121.76667,1950080813,1987010100,319068,7.58
US_041072,38.2575,-119.2286,1948070101,1951010100,21936,27.15
US_041076,38.2505,-119.2161,1950060919,2011120100,538902,39.44
US_041084,40.48333,-123.88333,1971060101,1996010100,215520,19.04
US_041109,38.73333,-122.15,1948070101,1950010100,13176,58.81
US_041112,38.76667,-122.15,1949022201,1977010100,244200,10.74
US_041130,39.6949,-121.3452,1948070101,2011120100,555912,22.37
US_041142,35.7989,-121.0939,1948070101,2011120100,555912,10.93
US_041161,39.9,-121.2,1948070101,1970010100,188496,12.69
US_041170,36.76667,-121.18333,1948070101,1974010100,223560,22.36
US_041187,38.2,-120.0,1964020716,1965010100,7881,8.43
US_041194,34.1866,-118.348,1948070101,2011120100,555912,11.93
US_041253,34.5822,-119.9817,1951100101,2003010100,449280,9.13
US_041272,34.3899,-117.5758,1948070101,2011120100,555912,18.55
US_041277,38.2769,-120.3113,1986071012,2011120100,222589,14.98
US_041280,38.2,-120.36667,1948070101,1987010100,337512,8.78
US_041300,35.88333,-118.68333,1948070101,1966010100,153432,10.28
US_041336,34.2,-119.01667,1956010101,1959010100,26304,43.96
US_041338,34.26667,-119.08333,1956010101,1959010100,26304,44.72
US_041369,34.1491,-116.9802,1948070101,2011120100,555912,12.19
US_041373,34.23333,-117.66667,1948070101,1959010100,92064,22.54
US_041404,34.25,-118.1,1969020101,1979010100,86904,2.59
US_041420,40.1,-121.53333,1948110101,1950010100,10224,40.74
US_041428,38.2486,-120.8433,1948070101,2011120100,555912,5.64
US_041460,39.4397,-121.0711,1995021015,2011120100,147298,11.95
US_041462,39.45,-121.05,1948070101,1995010100,407640,19.56
US_041470,36.18333,-118.66667,1948070101,1961010100,109608,4.65
US_041497,40.1705,-121.0886,1975101710,2011120100,316647,15.86
US_041507,38.73333,-122.13333,1976040101,1995010100,164376,39.66
US_041517,33.91667,-117.83333,1972100101,1978010100,46032,1.15
US_041518,33.923,-117.7777,1955060101,2011120100,495288,25.42
US_041520,33.95806,-117.77917,1949090101,2002010100,458760,19.58
US_041540,34.4063,-119.485,1968110101,2011120100,377640,13.15
US_041588,37.4,-120.05,1948070101,1978010100,258624,5.84
US_041603,38.5641,-123.1616,1996120214,2006010100,79595,54.74
US_041682,34.2263,-118.6169,1948070101,2011120100,555912,16.99
US_041715,39.6911,-121.8211,1948070101,2011120100,555912,10.35
US_041733,35.6875,-117.6931,2011080101,2011120100,2928,100.0
US_041743,35.68333,-120.2,1948070101,1986010100,328752,29.21
US_041754,34.80778,-119.01139,1948070101,2011010100,547896,11.68
US_041786,37.93333,-121.96667,1956010912,1959010100,26101,22.29
US_041806,38.9238,-122.5672,1954102609,1986010100,273352,12.4
US_041807,38.98333,-122.71667,1948070101,1955010100,57000,0.92
US_041839,38.78833,-123.01806,1973020101,2007010100,297288,24.66
US_041840,38.76667,-123.21667,1948070101,1974010100,223560,16.07
US_041860,33.68333,-116.16667,1948070101,1951010100,21936,40.78
US_041864,36.1356,-120.3606,1948070101,2011120100,555912,63.59
US_041867,36.13333,-120.35,1948070101,1980010100,276144,11.1
US_041886,41.0894,-122.7086,1960110913,2011120100,447564,17.64
US_041965,37.96667,-122.01667,1956091812,1959010100,20029,25.71
US_042009,36.1,-119.55,1948070101,1957010100,74544,18.64
US_042012,36.0975,-119.5817,1956011917,2011120100,489704,16.1
US_042048,36.9897,-121.805,1958041512,2011120100,470101,28.93
US_042051,37.0,-121.81667,1948070101,1959010100,92064,3.32
US_042084,39.8261,-123.085,1948070101,2011120100,555912,20.94
US_042139,32.88333,-116.28333,1948070101,1986010100,328752,13.39
US_042141,37.96667,-122.03333,1956010101,1957010100,8784,65.82
US_042149,41.78333,-124.23333,1950030101,1952010100,16104,100.0
US_042150,41.76667,-124.2,1948070101,1984010100,311208,10.59
US_042162,34.25,-117.3,1948070101,1953010100,39480,29.28
US_042163,34.23333,-117.26667,1952101413,1967010100,124596,13.42
US_042164,34.2393,-117.2988,1966041814,2011120100,399899,24.75
US_042239,32.9897,-116.5872,1967082214,2011120100,388115,20.79
US_042248,34.98333,-119.66667,1948070101,1971010100,197256,45.56
US_042249,34.85,-119.48333,1948070101,1968010100,170952,19.27
US_042255,34.86111,-116.85556,1953031919,2011010100,506550,36.33
US_042257,34.8536,-116.7858,1948070101,2011120100,555912,77.0
US_042294,38.5349,-121.7761,1948070101,2011120100,555912,6.74
US_042306,41.2122,-121.3741,1948070101,2011120100,555912,9.14
US_042330,37.43333,-118.16667,1948070101,1952010100,30696,100.0
US_042362,36.6,-121.86667,1948070101,1996010100,416400,12.76
US_042379,40.95,-122.41667,1975110101,1979010100,27768,33.67
US_042432,34.0,-117.8,1948070101,1986010100,328752,22.34
US_042470,39.31667,-120.33333,1948070101,1952010100,30696,100.0
US_042500,39.5633,-120.8238,1948070101,2011120100,555912,7.28
US_042559,36.71667,-119.11667,1948070101,1950010100,13176,86.75
US_042709,32.8838,-116.8163,1956051010,1993010100,321231,12.99
US_042713,32.7669,-115.5617,1948070101,2009010100,530376,26.76
US_042749,41.988,-123.7183,1971050101,2011120100,355776,19.98
US_042775,33.8,-117.78333,1948070101,1978010100,258624,2.85
US_042805,33.6692,-117.3319,1966020101,2010010100,384960,10.34
US_042811,33.63333,-117.26667,1948070101,1957010100,74544,1.39
US_042812,33.61667,-117.31667,1956110616,1967010100,88977,16.51
